max_flux,label,温度,频率Hz,损耗
0.07901177,正弦波,25,141270,89782.66539
0.273112449,正弦波,25,70840,677349.1971
0.022030551,正弦波,25,141260,3564.3754
0.017465274,正弦波,25,89080,1129.391913
0.049435027,正弦波,25,99950,18907.91771
0.02763783,正弦波,25,251170,14874.62098
0.019662871,正弦波,25,158500,3044.949531
0.024725928,正弦波,25,63020,1987.49952
0.024828539,正弦波,25,56320,1759.006565
0.049814376,正弦波,25,63020,11504.91656
0.236343413,正弦波,25,56320,416358.3168
0.062027007,正弦波,25,112160,36731.5784
0.024687579,正弦波,25,70840,2225.097322
0.088198356,正弦波,25,89080,65196.27638
0.174385105,正弦波,25,141260,619011.8338
0.055538822,正弦波,25,158500,44430.17965
0.098822527,正弦波,25,63020,56888.04649
0.034854894,正弦波,25,251170,27126.64693
0.039070247,正弦波,25,158500,18242.28949
0.123227204,正弦波,25,112160,194634.2954
0.192730315,正弦波,25,56320,255933.2678
0.03937798,正弦波,25,281860,45459.87546
0.270371332,正弦波,25,112160,1223675.078
0.031370492,正弦波,25,141270,8888.402923
0.028848625,正弦波,25,50030,1997.95525
0.034926988,正弦波,25,223850,22632.85134
0.154546103,正弦波,25,89080,245886.8962
0.013895429,正弦波,25,251170,2592.256897
0.097972878,正弦波,25,177820,216240.5996
0.124656679,正弦波,25,89080,147631.7533
0.055885843,正弦波,25,63020,14827.08294
0.111064775,正弦波,25,70840,84929.72944
0.055469865,正弦波,25,125860,32684.68129
0.024630936,正弦波,25,199500,7703.877937
0.013174327,正弦波,25,281860,2889.53144
0.268992445,正弦波,25,50030,441717.9624
0.055179595,正弦波,25,281850,110783.9294
0.030793354,正弦波,25,223850,16267.93111
0.214929047,正弦波,25,56320,331623.2171
0.049446777,正弦波,25,158510,33238.5309
0.04502763,正弦波,25,50030,6063.023248
0.240632924,正弦波,25,99950,808495.9048
0.027911211,正弦波,25,63020,2690.828365
0.124066086,正弦波,25,177820,381807.5464
0.062379155,正弦波,25,141260,49742.16541
0.217229144,正弦波,25,141260,1026071.684
0.012814663,正弦波,25,199500,1359.728946
0.172992239,正弦波,25,112160,432205.1043
0.124094997,正弦波,25,70840,109923.077
0.099044051,正弦波,25,112160,114103.3322
0.031126252,正弦波,25,112160,6603.373697
0.027701809,正弦波,25,281860,18325.83964
0.019584593,正弦波,25,251170,6166.926736
0.034994642,正弦波,25,79460,6205.058112
0.098734801,正弦波,25,199500,263199.8984
0.216688124,正弦波,25,70840,398991.6659
0.13898708,正弦波,25,63020,124836.8907
0.124021868,正弦波,25,158500,320931.3637
0.015722493,正弦波,25,141250,1402.690272
0.087840747,正弦波,25,63020,43311.21706
0.267734381,正弦波,25,99950,1026883.575
0.109835002,正弦波,25,125860,172790.731
0.137948422,正弦波,25,56310,113796.1134
0.055728353,正弦波,25,199500,61598.99788
0.030904106,正弦波,25,199500,13727.56106
0.172642027,正弦波,25,79460,273541.545
0.078459062,正弦波,25,63020,33431.1089
0.012350213,正弦波,25,251170,1948.042054
0.194790244,正弦波,25,63020,272698.8683
0.078637194,正弦波,25,89090,49708.07326
0.07801177,正弦波,25,199500,147898.0434
0.098621585,正弦波,25,223850,314961.8538
0.055440615,正弦波,25,141260,37837.05515
0.124335952,正弦波,25,63020,96561.45489
0.024776975,正弦波,25,125860,4200.974078
0.017448006,正弦波,25,177820,2619.028052
0.022094211,正弦波,25,199500,5780.063046
0.040015423,正弦波,25,50020,4502.908007
0.268636473,正弦波,25,89090,896343.4213
0.031475888,正弦波,25,70840,4089.657062
0.069874831,正弦波,25,112160,49122.63239
0.031419176,正弦波,25,50020,2427.74983
0.136679366,正弦波,25,199500,584646.126
0.217606743,正弦波,25,89090,542772.7158
0.242998028,正弦波,25,63030,450682.3276
0.070299404,正弦波,25,141260,67223.83993
0.156669065,正弦波,25,79470,218449.8965
0.138760394,正弦波,25,177820,508254.8668
0.039388525,正弦波,25,63020,6538.643558
0.122880992,正弦波,25,223850,544722.457
0.124866864,正弦波,25,50020,73651.31728
0.015521718,正弦波,25,158500,1641.045747
0.055604989,正弦波,25,177820,51692.85659
0.017585679,正弦波,25,251170,4704.915331
0.03122402,正弦波,25,99960,5892.742949
0.044447876,正弦波,25,89080,12766.46246
0.216796032,正弦波,25,79460,461810.5667
0.035171125,正弦波,25,112170,9111.892514
0.027983078,正弦波,25,70840,3024.184603
0.035040861,正弦波,25,89080,7061.093869
0.1566562,正弦波,25,50020,125047.8122
0.027812696,正弦波,25,56310,2364.873224
0.078502965,正弦波,25,70840,38034.45168
0.044278576,正弦波,25,251170,50336.60598
0.055652012,正弦波,25,112160,28708.38837
0.04929146,正弦波,25,56320,9988.187279
0.13939671,正弦波,25,141260,357572.7731
0.044323776,正弦波,25,79470,11089.48772
0.087842406,正弦波,25,251170,286943.8736
0.078351184,正弦波,25,112160,64903.79723
0.049477092,正弦波,25,251170,69303.99422
0.017508207,正弦波,25,223850,3794.890527
0.015631339,正弦波,25,281850,4341.331734
0.139763871,正弦波,25,70840,144795.5963
0.035052595,正弦波,25,70840,5561.224672
0.019720085,正弦波,25,99950,1755.831126
0.268987649,正弦波,25,63030,568872.0099
0.137569552,正弦波,25,223850,709348.3739
0.024795404,正弦波,25,158510,5648.015608
0.013055732,正弦波,25,251170,2262.910587
0.015486937,正弦波,25,177820,1947.216719
0.031156813,正弦波,25,56320,3132.233226
0.012308796,正弦波,25,199500,1295.823376
0.098237658,正弦波,25,251170,385325.0273
0.069162306,正弦波,25,199500,109976.8533
0.013945684,正弦波,25,158500,1187.754171
0.056075099,正弦波,25,70840,17428.60715
0.062311667,正弦波,25,199510,84808.51689
0.215860491,正弦波,25,63020,345321.4402
0.031061485,正弦波,25,89090,5166.874084
0.087801203,正弦波,25,223850,237281.9938
0.097540819,正弦波,25,56320,50069.23431
0.049743977,正弦波,25,70830,13030.14014
0.110556402,正弦波,25,177820,290107.5928
0.043845564,正弦波,25,141260,20972.82318
0.044022337,正弦波,25,281850,62572.44922
0.155127902,正弦波,25,158500,556312.9256
0.019641038,正弦波,25,177830,3573.989819
0.012419281,正弦波,25,281850,2480.678594
0.049366352,正弦波,25,125860,24421.93184
0.049359233,正弦波,25,112160,21305.04772
0.070010584,正弦波,25,125860,56884.91087
0.139410931,正弦波,25,89090,193355.8322
0.022148216,正弦波,25,89080,2119.668152
0.034832872,正弦波,25,199500,18846.99738
0.21943652,正弦波,25,99950,642255.3272
0.069662351,正弦波,25,281850,196252.4584
0.087617849,正弦波,25,56320,39002.19859
0.0138175,正弦波,25,177820,1455.296582
0.039476588,正弦波,25,79460,8367.055189
0.017495601,正弦波,25,99950,1299.233133
0.193693439,正弦波,25,89090,415631.7819
0.174476612,正弦波,50,125860,375312.9687
0.124518428,正弦波,50,89090,95692.06829
0.019567056,正弦波,50,79460,778.1715275
0.044087924,正弦波,50,223850,29115.33136
0.154728446,正弦波,50,99950,196926.3359
0.098687537,正弦波,50,125850,87351.97459
0.240593612,正弦波,50,112160,733865.3511
0.034555209,正弦波,50,79460,3358.272558
0.098908447,正弦波,50,99950,61682.11388
0.061898727,正弦波,50,158510,37383.75204
0.013907105,正弦波,50,281850,2923.608712
0.173881567,正弦波,50,112160,314222.2027
0.110171803,正弦波,50,223850,313217.4554
0.216414055,正弦波,50,125850,664504.626
0.240161141,正弦波,50,99950,619685.956
0.138414106,正弦波,50,158500,299771.0466
0.022098567,正弦波,50,89080,1209.671781
0.027594493,正弦波,50,112170,2838.707823
0.155056133,正弦波,50,141260,331266.0538
0.173218041,正弦波,50,79460,191579.1859
0.138384451,正弦波,50,125860,207436.5315
0.268736966,正弦波,50,99950,821036.215
0.035061204,正弦波,50,112170,5186.650045
0.015606848,正弦波,50,281860,3829.823876
0.024521289,正弦波,50,112160,2098.810441
0.109009189,正弦波,50,251170,377414.5799
0.024708531,正弦波,50,99960,1896.952399
0.024773185,正弦波,50,63020,1133.209213
0.038627022,正弦波,50,158500,10938.67761
0.098490845,正弦波,50,89080,52515.80528
0.01752117,正弦波,50,112160,835.4853336
0.055451868,正弦波,50,50020,6351.403688
0.022031842,正弦波,50,79460,1057.340411
0.027683399,正弦波,50,125860,3326.960389
0.049132439,正弦波,50,141260,17064.0813
0.01422593,正弦波,50,158500,811.244311
0.086898174,正弦波,50,79460,32922.90003
0.030890647,正弦波,50,177820,7607.319762
0.15318928,正弦波,50,89090,164004.0721
0.039140786,正弦波,50,223850,21477.21408
0.039270697,正弦波,50,251170,27632.14166
0.035189585,正弦波,50,63020,2659.779691
0.173196957,正弦波,50,50020,105597.3536
0.087691368,正弦波,50,63020,25703.58543
0.021632009,正弦波,50,63020,805.9127383
0.216329891,正弦波,50,63020,249461.3838
0.019750222,正弦波,50,112160,1143.163558
0.062442329,正弦波,50,56320,9956.432911
0.12304712,正弦波,50,112160,129520.7229
0.039242214,正弦波,50,99950,6016.132491
0.070119391,正弦波,50,158500,50514.39404
0.039364033,正弦波,50,281850,35884.76692
0.086722351,正弦波,50,70840,28733.10879
0.054761816,正弦波,50,251170,66381.67197
0.049128126,正弦波,50,99950,10691.6548
0.015738291,正弦波,50,141260,891.0644612
0.030784985,正弦波,50,199500,9325.626351
0.034915392,正弦波,50,89080,3953.386891
0.195149461,正弦波,50,63020,191311.8669
0.06183085,正弦波,50,112160,22183.00785
0.062013818,正弦波,50,141260,31020.95035
0.049632563,正弦波,50,89080,9613.206009
0.031337743,正弦波,50,141260,5406.004941
0.216832187,正弦波,50,56320,220116.1066
0.017380722,正弦波,50,281860,4979.143585
0.030948021,正弦波,50,158500,6286.854328
0.055203719,正弦波,50,112160,16543.32032
0.097873093,正弦波,50,177820,149715.0746
0.109824756,正弦波,50,125860,114483.3823
0.027998459,正弦波,50,50020,1095.616077
0.039650286,正弦波,50,50020,2623.160983
0.044062899,正弦波,50,89080,7125.09244
0.027859672,正弦波,50,70830,1716.460317
0.087603536,正弦波,50,99950,45016.12152
0.03476988,正弦波,50,199500,12589.23154
0.17382346,正弦波,50,141260,454595.3958
0.019525729,正弦波,50,177820,2370.689654
0.055314875,正弦波,50,281850,86189.62224
0.069379747,正弦波,50,99950,24954.9899
0.098223497,正弦波,50,63020,33873.21869
0.044100961,正弦波,50,79460,6196.269592
0.017489743,正弦波,50,199500,2220.87404
0.155718829,正弦波,50,125860,280098.7363
0.12397918,正弦波,50,50030,45874.56082
0.035045244,正弦波,50,281850,26900.6113
0.098732573,正弦波,50,223850,231702.7744
0.267619021,正弦波,50,56310,374065.9706
0.017544949,正弦波,50,251170,3794.321716
0.049706125,正弦波,50,50030,4845.135951
0.088343006,正弦波,50,112160,54053.59161
0.039062547,正弦波,50,63030,3616.413798
0.015593711,正弦波,50,141270,861.0731092
0.01742876,正弦波,50,177820,1778.998935
0.07867047,正弦波,50,125860,47211.21881
0.049730168,正弦波,50,79460,8411.541611
0.038888061,正弦波,50,125860,7868.949799
0.269372698,正弦波,50,112160,968499.8293
0.019522764,正弦波,50,251170,4917.008595
0.124102777,正弦波,50,177820,275143.6946
0.193916428,正弦波,50,79460,255525.1192
0.173010224,正弦波,50,177820,648264.9563
0.078071297,正弦波,50,79460,25213.52305
0.021885032,正弦波,50,70830,927.258475
0.017420122,正弦波,50,158500,1443.438183
0.123161536,正弦波,50,141260,183833.8566
0.156580873,正弦波,50,63020,108629.5997
0.098854085,正弦波,50,112160,72281.36189
0.043733229,正弦波,50,141260,12557.26737
0.087358333,正弦波,50,56320,22401.88282
0.077483637,正弦波,50,177820,82386.03548
0.021782971,正弦波,50,281850,8543.608971
0.078224844,正弦波,50,89080,29302.81562
0.138102074,正弦波,50,63020,79323.33333
0.012439124,正弦波,50,281860,2268.111524
0.034900975,正弦波,50,70840,3092.694422
0.044272039,正弦波,50,99950,8213.583988
0.13862746,正弦波,50,177820,373207.7538
0.21678138,正弦波,50,141260,792323.5259
0.268199429,正弦波,50,63030,427142.3839
0.243210876,正弦波,50,125860,888278.957
0.08683888,正弦波,50,158500,90902.25109
0.044578536,正弦波,50,50020,3549.272659
0.17238953,正弦波,50,99950,259939.8297
0.241624391,正弦波,50,70840,383820.4649
0.031208136,正弦波,50,125860,4543.843552
0.02173624,正弦波,50,251170,6415.244137
0.012983096,正弦波,50,199500,1032.120321
0.044219689,正弦波,50,251170,37315.90865
0.055572087,正弦波,50,70840,9807.160843
0.013946262,正弦波,50,158500,777.0210248
0.069482548,正弦波,50,89090,21709.11751
0.07789647,正弦波,50,63020,19243.53155
0.137271009,正弦波,50,199500,442298.9101
0.079443092,正弦波,50,50020,15113.44827
0.043714109,正弦波,50,158500,15114.43125
0.021951836,正弦波,50,223850,5037.560801
0.016633515,正弦波,50,112160,739.8215625
0.027661113,正弦波,50,99950,2514.323963
0.1109429,正弦波,50,89080,71214.73311
0.013831316,正弦波,50,251170,2125.681827
0.024547129,正弦波,50,251170,8651.717901
0.022061641,正弦波,50,99950,1358.636001
0.088725899,正弦波,50,50020,19940.16763
0.19551568,正弦波,50,50020,144536.8874
0.031051421,正弦波,50,79460,2619.833509
0.061747903,正弦波,50,223850,71651.5642
0.021765693,正弦波,50,125860,1817.624491
0.027655346,正弦波,50,56320,1322.360361
0.022021054,正弦波,50,158500,2618.379464
0.019552155,正弦波,50,89080,869.3314017
0.122824322,正弦波,50,223850,411101.4334
0.035146279,正弦波,50,125860,6062.379548
0.087508309,正弦波,50,199510,138016.1924
0.031027256,正弦波,50,251170,15469.20412
0.062124413,正弦波,50,79460,14671.43686
0.273035525,正弦波,50,70840,522759.9608
0.21868474,正弦波,50,99950,479177.7654
0.069623831,正弦波,50,70840,16701.43194
0.154182,正弦波,50,199500,588559.4414
0.078476968,正弦波,50,158510,70153.48663
0.013015266,正弦波,50,223850,1404.881552
0.055544778,正弦波,50,177820,34254.35616
0.044004702,正弦波,50,281850,49073.22009
0.043919328,正弦波,50,199500,22976.95692
0.137627747,正弦波,50,223860,544036.5187
0.03457692,正弦波,50,158500,8263.579464
0.027923998,正弦波,50,79470,1914.446848
0.034822555,正弦波,50,223850,15927.82703
0.039039985,正弦波,50,70840,4083.403273
0.019616864,正弦波,50,99950,993.1452072
0.055553153,正弦波,50,56320,7514.230322
0.024758303,正弦波,50,79470,1408.347747
0.027409964,正弦波,50,199500,6952.35196
0.192768021,正弦波,50,141260,590803.9623
0.01949311,正弦波,50,281850,6543.554438
0.043893735,正弦波,50,177820,18611.75563
0.069821552,正弦波,50,177820,63079.5044
0.017335345,正弦波,50,125850,951.481771
0.110467422,正弦波,50,63020,45187.74242
0.139124131,正弦波,50,141260,251465.9823
0.078321533,正弦波,50,251170,160727.2771
0.035006203,正弦波,50,50020,1909.33587
0.110686917,正弦波,50,70840,52609.57548
0.024680658,正弦波,50,141260,2898.435212
0.017516351,正弦波,50,125850,983.3822228
0.034783702,正弦波,50,141270,6943.519876
0.137304896,正弦波,50,99950,145360.8569
0.078234722,正弦波,50,99950,33773.96405
0.039450678,正弦波,50,112170,7059.64503
0.193645746,正弦波,50,89090,299341.3213
0.024628517,正弦波,50,199500,5310.013049
0.027643176,正弦波,50,89080,2211.8587
0.01385603,正弦波,50,223850,1622.907587
0.123428458,正弦波,50,199500,339754.072
0.078105099,正弦波,50,112160,39278.81673
0.061768758,正弦波,50,281850,113588.7053
0.04389466,正弦波,50,56320,4277.388038
0.049180041,正弦波,50,177820,24998.50716
0.217311265,正弦波,50,79460,341579.3928
0.19457772,正弦波,50,99950,355880.6652
0.217654229,正弦波,50,50020,189925.2011
0.034926399,正弦波,50,99950,4450.983841
0.192894905,正弦波,50,158500,708203.9434
0.110758218,正弦波,50,99950,82409.82889
0.013842025,正弦波,70,177820,972.3431556
0.017609213,正弦波,70,251170,4304.419927
0.048865895,正弦波,70,56320,3483.156534
0.024597322,正弦波,70,99950,1232.242331
0.069771386,正弦波,70,177820,51429.63675
0.273443699,正弦波,70,79460,532551.5835
0.019528734,正弦波,70,158500,1607.580943
0.173590002,正弦波,70,112160,259966.3607
0.077485715,正弦波,70,177820,66137.61872
0.039416493,正弦波,70,281850,34609.2452
0.07000362,正弦波,70,158500,39467.02966
0.068755715,正弦波,70,79470,12346.53801
0.069231618,正弦波,70,251170,105156.1819
0.055464851,正弦波,70,70840,6251.862154
0.193917481,正弦波,70,89090,251993.1817
0.015517918,正弦波,70,316230,5981.65421
0.055268866,正弦波,70,63020,5424.1358
0.069912889,正弦波,70,141260,31500.34493
0.027540948,正弦波,70,177820,4882.887341
0.054795208,正弦波,70,251170,59800.53034
0.024622861,正弦波,70,199500,5014.948484
0.021916908,正弦波,70,125860,1318.546035
0.069414429,正弦波,70,112170,20655.39012
0.055079709,正弦波,70,112160,11109.72416
0.030954966,正弦波,70,199500,8532.40745
0.019418493,正弦波,70,141270,1223.104389
0.034826271,正弦波,70,223860,15028.79165
0.021922319,正弦波,70,141260,1651.460177
0.039344018,正弦波,70,99950,3956.657481
0.055409155,正弦波,70,177820,27276.82978
0.078027988,正弦波,70,223850,108493.6133
0.078306749,正弦波,70,141260,41795.51008
0.087155957,正弦波,70,79470,22679.30644
0.0394536,正弦波,70,50020,1658.894966
0.024766764,正弦波,70,89080,1039.644333
0.109628631,正弦波,70,281850,420112.7655
0.039071944,正弦波,70,199500,14787.63776
0.137957405,正弦波,70,125860,166252.852
0.061688269,正弦波,70,251170,79473.0787
0.015554868,正弦波,70,199500,1723.710939
0.055655669,正弦波,70,199500,35576.34905
0.19446486,正弦波,70,79460,214516.687
0.015651383,正弦波,70,141250,684.4961366
0.218425155,正弦波,70,56320,182082.033
0.077989011,正弦波,70,199500,85105.42578
0.062309918,正弦波,70,177820,36943.64862
0.26776003,正弦波,70,112160,841850.3717
0.061694442,正弦波,70,223850,61750.05456
0.055349644,正弦波,70,50030,3997.646339
0.062416037,正弦波,70,70840,8516.618515
0.024585048,正弦波,70,141260,2196.263153
0.078475499,正弦波,70,158500,54462.48862
0.155235541,正弦波,70,125850,229363.5866
0.027890117,正弦波,70,79460,1194.215092
0.019500676,正弦波,70,281850,7287.02014
0.154118913,正弦波,70,89080,133595.5401
0.015601278,正弦波,70,251170,3297.341904
0.05516757,正弦波,70,158500,21146.58386
0.270823931,正弦波,70,56320,322173.7612
0.196136801,正弦波,70,50020,117081.5997
0.039143764,正弦波,70,63020,2250.012466
0.19515513,正弦波,70,56320,134923.4597
0.087154725,正弦波,70,63020,17151.48798
0.088130127,正弦波,70,125860,46934.43446
0.043707256,正弦波,70,112160,6122.652855
0.035135615,正弦波,70,125860,4235.971426
0.078498853,正弦波,70,56320,11304.20021
0.109884116,正弦波,70,158500,134018.8582
0.044055492,正弦波,70,99950,5307.631418
0.0979416,正弦波,70,177820,122500.5024
0.038928474,正弦波,70,125860,5461.073831
0.027736082,正弦波,70,70840,1061.171134
0.077801578,正弦波,70,112160,27437.91214
0.087952352,正弦波,70,141260,59257.32724
0.061703365,正弦波,70,99950,12624.537
0.013311078,正弦波,70,281850,3219.780591
0.013871259,正弦波,70,251170,2555.563955
0.077701092,正弦波,70,63020,12658.72226
0.12334751,正弦波,70,199500,289045.561
0.019692164,正弦波,70,223850,4050.751571
0.138282435,正弦波,70,56320,52032.4859
0.013395155,正弦波,70,316230,4393.820239
0.027734232,正弦波,70,281850,15791.35772
0.027606042,正弦波,70,50020,689.8457043
0.039216556,正弦波,70,223850,19653.1025
0.136842671,正弦波,70,99950,113538.8022
0.022170924,正弦波,70,199500,3901.908918
0.013116668,正弦波,70,199500,1126.803697
0.098661026,正弦波,70,99950,44519.72675
0.043745043,正弦波,70,63020,3001.069963
0.194026581,正弦波,70,70830,181651.193
0.024852297,正弦波,70,177820,3816.746169
0.154507657,正弦波,70,158500,343043.1415
0.174210382,正弦波,70,50020,83848.17663
0.017403576,正弦波,70,316230,7610.313356
0.027519282,正弦波,70,223850,8650.154327
0.174641081,正弦波,70,56320,99013.81821
0.123216059,正弦波,70,158500,183163.2986
0.049404605,正弦波,70,50030,3046.413828
0.01756622,正弦波,70,125860,720.7782272
0.024597768,正弦波,70,63020,689.6302384
0.030969067,正弦波,70,158500,4951.620441
0.019685018,正弦波,70,199500,2954.399924
0.214889005,正弦波,70,125860,565501.9261
0.216642627,正弦波,70,70830,244958.5314
0.123220576,正弦波,70,125860,121961.4394
0.04388763,正弦波,70,125860,7458.482682
0.013930774,正弦波,70,281850,3533.266046
0.136908373,正弦波,70,199500,377745.0985
0.098449162,正弦波,70,79460,31833.39317
0.012338003,正弦波,70,223850,1429.962384
0.024736734,正弦波,70,79460,875.1677313
0.123573522,正弦波,70,63020,43991.76265
0.022067739,正弦波,70,177820,2872.931727
0.024703043,正弦波,70,158500,2862.749609
0.070046061,正弦波,70,63020,9964.628084
0.019514141,正弦波,70,125860,988.688982
0.013950533,正弦波,70,158510,684.0462375
0.087159384,正弦波,70,56310,14758.93898
0.110370038,正弦波,70,199500,210884.5447
0.043938135,正弦波,70,199500,19695.67725
0.061175602,正弦波,70,89080,10644.87113
0.062224249,正弦波,70,63020,7324.569887
0.122003527,正弦波,70,223850,350464.588
0.195442059,正弦波,70,63020,157296.9327
0.049083705,正弦波,70,99950,6953.236194
0.137298848,正弦波,70,223850,470806.2125
0.043858349,正弦波,70,158500,11710.85379
0.10937969,正弦波,70,63020,31461.70215
0.062001765,正弦波,70,141260,22861.11287
0.123452072,正弦波,70,177820,227136.5654
0.044459879,正弦波,70,50020,2222.131156
0.02448564,正弦波,70,112160,1425.887502
0.034687657,正弦波,70,70840,1903.454728
0.098713256,正弦波,70,125860,66263.00214
0.015649519,正弦波,70,281860,4525.315676
0.013814343,正弦波,70,223860,1814.406296
0.03113522,正弦波,70,281850,20371.23037
0.269224982,正弦波,70,63030,370566.4934
0.062326345,正弦波,70,158500,29086.50004
0.049667514,正弦波,70,89080,6236.918915
0.035142826,正弦波,70,63020,1634.403121
0.087814566,正弦波,70,223850,147133.9964
0.069753541,正弦波,70,50030,7240.807122
0.172525574,正弦波,70,158510,458087.4588
0.034787619,正弦波,70,199500,11297.51022
0.01325036,正弦波,70,251170,2323.752022
0.061843455,正弦波,70,112160,15162.63384
0.030973623,正弦波,70,99950,2184.525096
0.110675458,正弦波,70,89080,52190.9005
0.109103962,正弦波,70,251170,330637.0618
0.017420091,正弦波,70,281850,5719.052101
0.022118873,正弦波,70,99960,889.111964
0.079020157,正弦波,70,50020,9686.04943
0.245075969,正弦波,70,50020,213114.1391
0.139209642,正弦波,70,70840,72377.73703
0.024635151,正弦波,70,251170,9096.516792
0.062188964,正弦波,70,125850,18744.33817
0.043895425,正弦波,70,56320,2650.008769
0.087111466,正弦波,70,158500,71864.2914
0.139152029,正弦波,70,79460,83971.54587
0.078305585,正弦波,70,251170,140342.3796
0.109631022,正弦波,70,125860,88778.25308
0.069319133,正弦波,70,223850,82271.43987
0.024566053,正弦波,70,281850,12101.52375
0.273120293,正弦波,70,70840,453006.1537
0.043977047,正弦波,70,70830,3470.119381
0.034888564,正弦波,70,112160,3429.795709
0.024622381,正弦波,70,70840,784.7889109
0.098440087,正弦波,70,223850,197240.3054
0.017378047,正弦波,70,177820,1621.650775
0.109992285,正弦波,70,223850,268764.7929
0.172486476,正弦波,70,177820,555290.0615
0.027565298,正弦波,70,56320,810.7764625
0.154167617,正弦波,70,199500,510097.3827
0.087507927,正弦波,70,251170,185278.196
0.055554192,正弦波,70,223860,47695.16791
0.138159199,正弦波,70,158500,248601.6049
0.097900734,正弦波,70,70830,27104.88703
0.049665322,正弦波,70,223850,34840.65302
0.215991506,正弦波,70,63020,206612.8175
0.268415951,正弦波,70,89090,614025.9364
0.012454488,正弦波,70,281860,2799.945547
0.06987315,正弦波,70,56310,8601.823602
0.087220945,正弦波,70,70840,19870.13212
0.086887951,正弦波,70,199500,112803.502
0.038910689,正弦波,70,158500,8635.440552
0.013973463,正弦波,70,316230,4786.864817
0.13785614,正弦波,70,177820,311926.6097
0.012340351,正弦波,70,199500,1030.126905
0.048775449,正弦波,70,125850,9835.249573
0.049142517,正弦波,70,63020,4015.747686
0.02783259,正弦波,70,158500,3828.618031
0.027482305,正弦波,70,251170,11581.25487
0.07836831,正弦波,70,281850,179740.9994
0.031056944,正弦波,70,50030,920.1997399
0.031247118,正弦波,70,70830,1411.641315
0.109502967,正弦波,70,141260,107555.0609
0.055007828,正弦波,70,125860,13517.14557
0.173387126,正弦波,70,141260,383578.0985
0.019684079,正弦波,70,112160,779.0517616
0.110694024,正弦波,70,99950,61359.14384
0.122114798,正弦波,70,112160,98749.56836
0.217327592,正弦波,70,89080,343065.9261
0.024562625,正弦波,70,223850,6718.09878
0.017726474,正弦波,70,125850,727.9912483
0.024638179,正弦波,70,316230,16134.65181
0.062064576,正弦波,70,56320,6344.782869
0.153971443,正弦波,70,177820,414834.4707
0.110139829,正弦波,70,79460,43428.80689
0.027689047,正弦波,70,112160,1940.259974
0.267341326,正弦波,70,99950,709895.3756
0.138197679,正弦波,90,50020,37235.20346
0.087570909,正弦波,90,281850,224289.0
0.031280293,正弦波,90,316230,25667.99566
