mean_flux,std_flux,max_flux,min_flux,range_flux,skewness,symmetric_messure,max_freq,mean_mag,std_mag,energy,slope_mean,slope_std,slope_max,slope_min,slope_abs_mean,duty_cicle,rise_time,fall_time,increase_points,decrease_points,material,temperature,frequency,wave_label
-1.3671867139961275e-11,0.05583045906802386,0.07879324,-0.079223667,0.15801690699999998,-0.005766899346415899,0.1004669784375,55.0,0.07949142808592181,1.7848053777488058,1634.2267512730616,-4.728300781250136e-07,0.00034225084091368065,0.0004848449999999999,-0.00048204799999999995,0.00030815394140625035,50.09765625,19.0,-74.0,0.0,0.0,0,50,56320,2
2.92974684836249e-12,0.12481868811153661,0.175048065,-0.177033983,0.352082048,-0.011715419587436982,0.2248369055371094,69.1796875,0.178766470901178,3.9901955300977203,8168.252323599509,-1.0756933593749742e-06,0.0007652155514369419,0.001101133,-0.0010855589999999998,0.0006865845566406253,50.1953125,18.0,-76.0,0.0,0.0,0,50,70840,2
-2.5390620815845264e-11,0.022098556130044196,0.031162875,-0.031238584,0.062401459,-0.002243852353276516,0.0397862742265625,109.53125,0.031376828665483504,0.7064573490653175,256.03404360985536,-1.8728222656251256e-07,0.0001354640573691181,0.000191842,-0.00019143299999999997,0.00012169056738281254,50.0,19.0,-74.0,0.0,0.0,0,50,112160,2
4.882812171639856e-12,0.017444701130831346,0.024612725,-0.024629315,0.04924204,-0.0006773435603463499,0.03141781837695312,122.90039062499999,0.024758569350440497,0.5576811213666861,159.5500645811635,-1.4870605468750254e-07,0.00010693460890296932,0.00015221900000000004,-0.00015166099999999998,9.60271533203124e-05,50.0,18.0,-74.0,0.0,0.0,0,50,125850,2
1.9531177032654283e-12,0.03918204263995479,0.055254228,-0.055370567,0.110624795,-0.0022631671027519944,0.07054237755078124,137.94921875,0.05565634413956682,1.2525894842153171,804.9039588402055,-3.342207031249879e-07,0.00024018330759491277,0.0003423249999999999,-0.00033940199999999993,0.00021572983203124984,50.09765625,21.0,-74.0,0.0,0.0,0,50,141260,2
5.371093570841313e-11,0.008718182037572292,0.012296199,-0.01229597,0.024592169,7.218230507016055e-05,0.015705362595703126,194.82421875,0.012376804255232961,0.27870714649904793,39.84939970212562,-7.46093750000034e-08,5.3441725015447545e-05,7.630000000000001e-05,-7.590699999999999e-05,4.7956970703125e-05,50.0,16.0,-75.0,0.0,0.0,0,50,199500,2
-1.9531170961545634e-12,0.055275996232613256,0.077883729,-0.078141932,0.15602566099999998,-0.0034110805657379217,0.0995381540234375,194.82421875,0.07862985795261583,1.7670833492437237,1601.9283034808648,-4.7209472656249534e-07,0.00033884142101246094,0.0004833489999999999,-0.00047796799999999984,0.00030426552441406275,50.09765625,19.0,-75.0,0.0,0.0,0,50,199500,2
2.8320331390021788e-11,0.07857535864246223,0.110807353,-0.111302483,0.222109836,-0.004729343596709429,0.14140314049414063,194.82421875,0.11178982652224187,2.511925179645422,3236.999717606686,-6.712910156249866e-07,0.00048167053326868096,0.0006875340000000001,-0.0006764170000000001,0.0004331369824218755,50.09765625,21.0,-75.0,0.0,0.0,0,50,199500,2
5.468750098885221e-11,0.008767569443221166,0.01236948,-0.012375465,0.024744945,-0.00041075179733428713,0.01579299453125,245.28320312500003,0.012437659096334198,0.2802863984436451,40.302162184348894,-7.470703125000105e-08,5.374450083475211e-05,7.643800000000002e-05,-7.64e-05,4.825526367187494e-05,50.0,16.0,-75.0,0.0,0.0,0,50,251170,2
6.835917484824969e-12,0.08726636824728899,0.122923464,-0.123556221,0.246479685,-0.005612116947155637,0.15710036357617188,245.28320312500003,0.12437852261823867,2.789752509960779,3992.672810865235,-7.474091796875229e-07,0.000534956342426506,0.0007654040000000001,-0.000750515,0.00048065822558593764,50.09765625,20.0,-75.0,0.0,0.0,0,50,251170,2
-3.71093725834699e-11,0.022042682882447383,0.031068326,-0.031214743,0.062283068999999996,-0.004650133079768338,0.0396709760390625,61.54296875000001,0.03130792782321734,0.7046707026401072,254.74098457798965,-1.868212890624763e-07,0.0001351222011226532,0.00019125200000000005,-0.00019086900000000009,0.00012145979785156245,50.09765625,20.0,-75.0,0.0,0.0,0,70,63020,2
-1.3671911066031128e-11,0.0784265697308189,0.110319027,-0.111088988,0.221408015,-0.007671992418587884,0.14124737455859376,69.1796875,0.11174015922664579,2.5071614269354168,3224.7522733551773,-6.710126953124944e-07,0.0004807617696763672,0.000686571,-0.0006785940000000002,0.0004317665166015629,50.09765625,16.0,-76.0,0.0,0.0,0,70,70840,2
-5.859426424521276e-12,0.15393178299383461,0.215622338,-0.218706189,0.434328527,-0.014861255167575615,0.27719941985546875,77.59765625,0.22056619445130315,4.920876367183199,12423.000917625273,-1.3204423828124891e-06,0.0009437141082559585,0.001351802,-0.0013315029999999978,0.0008469774619140616,50.1953125,19.0,-76.0,0.0,0.0,0,70,79460,2
-6.83595415118719e-12,0.03901743717273372,0.054882425,-0.055152375,0.11003479999999999,-0.005137385800984458,0.07023650040429688,86.9921875,0.05554141074784118,1.2473220133169465,798.1552912450053,-3.3214062500000683e-07,0.00023918131299264676,0.000340923,-0.0003383520000000001,0.000214579578125,50.09765625,11.0,-75.0,0.0,0.0,0,70,89080,2
-1.9531372532093674e-12,0.05547122802576038,0.078029842,-0.078525025,0.156554867,-0.00659909008008476,0.09989651677734375,86.9921875,0.07896586387146164,1.7733219962424756,1613.2641331273542,-4.7398242187499574e-07,0.0003400405751650985,0.000485197,-0.00048006399999999966,0.0003052972421874998,50.09765625,13.0,-76.0,0.0,0.0,0,70,89080,2
4.980468372566422e-11,0.04918057996050864,0.069256588,-0.069518877,0.138775465,-0.0041790469526418956,0.08845546141210939,97.607421875,0.0699906041866678,1.5722214434562378,1268.110823392272,-4.2022656249993687e-07,0.00030147757649977085,0.0004307059999999999,-0.0004253009999999999,0.0002706256035156254,50.09765625,24.0,-75.0,0.0,0.0,0,70,99950,2
-9.765624678704759e-12,0.04944208952916036,0.069772092,-0.069970603,0.139742695,-0.002930656489015296,0.08901234781640625,275.244140625,0.07028021113564538,1.5805851429582856,1281.632615535481,-4.2142187500001244e-07,0.0003030800331627755,0.00043157700000000005,-0.000425703,0.00027251352929687483,50.0,15.0,-74.0,0.0,0.0,0,70,281850,2
-4.882798459446989e-12,0.06876846108904039,0.096897757,-0.097251641,0.194149398,-0.003956232367362615,0.12384439627539062,275.25390625,0.09797250444673301,2.198408756055301,2479.4110312080293,-5.895468749999958e-07,0.00042155568197002,0.000603647,-0.0005914070000000004,0.00037860849609374963,50.09765625,17.0,-74.0,0.0,0.0,0,70,281860,2
-1.8554673412969565e-11,0.03465075235924737,0.048823324,-0.04897426,0.09779758399999999,-0.0030666233285356215,0.062389964845703125,55.0,0.04923489474424402,1.1077304525645644,629.4993051644784,-2.9580664062499336e-07,0.0002124075839639355,0.0003026980000000001,-0.00030145300000000003,0.00019071509960937518,50.0,12.0,-76.0,0.0,0.0,0,90,56320,2
-1.074219147878877e-11,0.15367139494449225,0.215822629,-0.217773654,0.43359628299999997,-0.00922547240273191,0.27671464731054685,122.91015624999999,0.21998876963887715,4.912561461030218,12381.007445589292,-1.3290927734374888e-06,0.0009420816488195821,0.0013597550000000003,-0.001319606000000001,0.0008455386474609363,50.09765625,19.0,-76.0,0.0,0.0,0,90,125860,2
-2.1484387543837434e-11,0.02458956414971285,0.034652762,-0.034686752,0.06933951399999999,-0.0011907471233650656,0.04418500628515625,137.958984375,0.03495726045328913,0.7860891647747046,317.0089907377111,-2.0966699218747062e-07,0.00015073475455114904,0.00021470499999999993,-0.00021373400000000004,0.00013521907128906247,50.0,5.0,-74.0,0.0,0.0,0,90,141270,2
8.789067022745076e-12,0.015556330548894345,0.021950667,-0.021967606,0.043918273,-0.0006607795082238565,0.028017581662109374,154.78515625,0.022067679951660594,0.4973132048634237,126.87739198974901,-1.319765625000037e-07,9.535971529732749e-05,0.000135072,-0.00013508599999999997,8.5645900390625e-05,50.0,16.0,-74.0,0.0,0.0,0,90,158500,2
4.6874979629913314e-11,0.027771532817419876,0.039207769,-0.039265727,0.078473496,-0.0015551346164460278,0.050002826542968754,245.28320312500003,0.039400759571380284,0.8878151879839205,404.36133266929954,-2.3620410156249627e-07,0.00017023779085720576,0.00024180999999999996,-0.00024016300000000005,0.00015303234277343764,50.0,17.0,-74.0,0.0,0.0,0,90,251170,2
4.394529061960744e-11,0.03504949202874709,0.04940032,-0.049489401,0.098889721,-0.0018303762473316726,0.06308270456445313,245.28320312500003,0.04982979093777862,1.1204762776621644,644.070449596704,-2.9958300781251375e-07,0.00021485198352108872,0.00030674200000000004,-0.000304044,0.00019284440332031227,50.0,23.0,-75.0,0.0,0.0,0,90,251170,2
2.7343751812445766e-11,0.009452486345683747,0.013351392,-0.013359654,0.026711046000000002,-0.0004709680854363121,0.01701714409765625,308.818359375,0.013394438077338313,0.30218285043777393,46.84486966789413,-8.027246093750045e-08,5.794295197459532e-05,8.220499999999996e-05,-8.2028e-05,5.208973925781252e-05,50.0,13.0,-74.0,0.0,0.0,0,90,316230,2
7.81249945025569e-11,0.011045357472717928,0.015568974,-0.015581368,0.031150341999999998,-0.0007565948257538031,0.019892054656249998,308.818359375,0.01568862806673468,0.3531030823574222,63.96309494831554,-9.412890624999983e-08,6.770804983939278e-05,9.632e-05,-9.582199999999996e-05,6.0746382812499925e-05,50.0,18.0,-74.0,0.0,0.0,0,90,316230,2
3.8085909399116977e-11,0.05057847318197324,0.088750148,-0.08607442,0.174824568,0.02479651584081904,0.07962804984570312,54.86328125,0.1492666190211466,1.6116134129038673,1341.224097897296,-1.6974667968747958e-06,0.0005642989335119492,0.0017375869999999988,-0.00023954900000000556,0.00033975676757812463,49.8046875,52.0,-43.0,7.0,7.0,0,25,56180,0
-1.562500089979501e-11,0.040276448118129984,0.070248137,-0.068406777,0.13865491400000002,0.01543282006217041,0.06334763867968751,155.029296875,0.11820167980874462,1.2834146837461013,850.4959424331338,-1.3550781250000569e-06,0.000444870832864529,0.0013816970000000012,-0.00020025599999999588,0.00026945530078124967,49.8046875,52.0,-44.0,7.0,6.0,0,25,158750,0
-1.4648447819315402e-11,0.04524454174834986,0.078997603,-0.076847288,0.15584489099999999,0.017113456487920335,0.07118150580664062,155.029296875,0.13281981702435955,1.4417201876980934,1073.253480146232,-1.5258759765626384e-06,0.0005000407653150287,0.0015556989999999937,-0.00022228900000000051,0.00030285867675781253,49.8046875,52.0,-44.0,7.0,6.0,0,25,158750,0
2.3437508322467736e-11,0.05049122210609837,0.088098012,-0.084954121,0.173052133,0.01847325014281502,0.0800468127265625,245.341796875,0.1478690234409568,1.608938465544407,1336.6006958089076,-1.7216962890625665e-06,0.0005578710644279558,0.0017739550000000076,-0.00025668200000000807,0.0003362707509765631,49.8046875,50.0,-43.0,8.0,8.0,0,25,251230,0
3.906272888162289e-12,0.07072894544466216,0.122984439,-0.121172748,0.244157187,0.00972551028621812,0.09442486446484374,54.86328125,0.16788749917564488,2.257090942054325,2622.7946153385633,-1.1442158203123809e-06,0.0005951577218745971,0.0012313429999999959,-0.00034600599999999593,0.0004757252900390622,49.90234375,108.0,-39.0,6.0,7.0,0,25,56180,0
-2.9296682809744345e-12,0.14226482633604795,0.246226914,-0.243437643,0.489664557,0.00820850232498379,0.19247630674414062,97.568359375,0.3360956792951293,4.540051018026477,10611.212058585146,-2.3851220703122715e-06,0.0011919677217882383,0.002445291000000016,-0.000661911000000015,0.0009539909658203137,49.90234375,106.0,-41.0,12.0,12.0,0,25,99910,0
-7.812587545213273e-12,0.1590844499088019,0.278893964,-0.271591182,0.550485146,0.0172685068130679,0.248182134625,69.130859375,0.47030560327659915,5.0689312024508295,13268.608458574325,-5.231238281249242e-06,0.0017772210543880952,0.0055094549999999964,-0.0007470480000000279,0.001069935062500001,49.90234375,54.0,-43.0,7.0,9.0,0,50,70790,0
-5.85944116035346e-12,0.11311853989263167,0.197714767,-0.192400585,0.390115352,0.01884512589414235,0.17759750479687503,122.93945312500001,0.3325922272996335,3.6044813462410032,6708.686522910456,-3.7504296874998514e-06,0.001256291226824721,0.003912214999999997,-0.0005328789999999861,0.0007581936171874989,49.8046875,52.0,-44.0,11.0,13.0,0,50,125890,0
5.957031127602243e-11,0.006259243183290877,0.011027179,-0.010601048,0.021628227,0.026115633778469004,0.009922832154296875,194.4921875,0.018499481655512563,0.19943963851630006,20.540620919313955,-2.1617968750001652e-07,6.994189910732483e-05,0.0002210379999999998,-3.261799999999988e-05,4.2026451171875054e-05,49.70703125,50.0,-42.0,1.0,1.0,0,50,199160,0
1.9531251863356492e-11,0.01771659945417694,0.030940653,-0.029982243,0.060922896,0.01724972911109787,0.02816307621875,218.92578124999997,0.05234455351669857,0.5645095335299076,164.56241445325642,-6.128916015625459e-07,0.00019778131323240446,0.0006282750000000011,-8.969299999999833e-05,0.00011837713964843734,49.8046875,49.0,-43.0,6.0,5.0,0,50,224180,0
6.542969169394917e-11,0.012729550497865982,0.022171447,-0.021574988,0.043746435,0.012317678719412237,0.020237967279296876,245.33203125,0.0373845370134179,0.4056264873144723,84.95639081921811,-4.3471289062501736e-07,0.0001410369538898404,0.00044665200000000224,-6.446999999999703e-05,8.500754296875013e-05,49.90234375,49.0,-43.0,5.0,4.0,0,50,251220,0
4.296871789855137e-11,0.05092468182762305,0.088646278,-0.085564667,0.174210945,0.014628000743086705,0.0809776834296875,275.869140625,0.14849765340977647,1.6228097311263274,1359.6482439713343,-1.7244609374998649e-06,0.0005588133198964583,0.0017627290000000045,-0.0002516580000000018,0.00033853129101562494,49.8046875,49.0,-43.0,8.0,8.0,0,50,282490,0
1.7187503427874146e-11,0.028264535121479743,0.049193022,-0.048391651,0.09758467300000001,0.011198690524268685,0.038263122598437505,87.109375,0.06707358421304804,0.9019746640728763,418.84526608822426,-4.838935546875229e-07,0.000237930189078831,0.0004939100000000002,-0.00013983700000000376,0.00019011117089843746,49.90234375,106.0,-39.0,6.0,7.0,0,50,89200,0
-1.9531184124437634e-12,0.04420562934962816,0.076919075,-0.075271912,0.152190987,0.012496446716451972,0.0696613671640625,137.978515625,0.13060639247329647,1.4085378732680705,1024.530928734939,-1.5131855468750622e-06,0.0004936555947320093,0.0015496370000000065,-0.00020276400000000805,0.0002957348359374999,49.90234375,51.0,-44.0,7.0,7.0,0,70,141290,0
-2.2460937474625027e-11,0.011364726092349625,0.020023913,-0.019333088,0.039357001,0.02281231456336625,0.017857189966796874,155.029296875,0.033521250661861686,0.36212303556649944,67.71546477252174,-3.8753417968751345e-07,0.00012636824886116417,0.0003973879999999985,-6.10460000000021e-05,7.648160839843757e-05,49.70703125,52.0,-42.0,3.0,3.0,0,70,158750,0
5.5664066997244965e-11,0.024943451792365626,0.043436629,-0.042221914,0.085658543,0.015229750953902416,0.03953754034570313,218.916015625,0.07357511808873958,0.7947922421689388,326.1992991814151,-8.613486328125137e-07,0.0002779616866038531,0.0008832910000000013,-0.00012349500000000124,0.0001664404931640625,49.90234375,50.0,-44.0,7.0,6.0,0,70,224170,0
-8.691406462265662e-11,0.0071984615421717794,0.012633989,-0.01215221,0.024786199000000002,0.021008821034486806,0.011511324271484375,275.869140625,0.021115493761135296,0.22938093395731168,27.167476193231423,-2.4623828124996675e-07,7.951414415920568e-05,0.00025231900000000085,-4.0514000000000175e-05,4.816430664062509e-05,49.70703125,48.0,-41.0,2.0,2.0,0,70,282490,0
7.031250251425384e-11,0.014628852072565703,0.025375805,-0.02455941,0.049935215000000005,0.008659851347573702,0.0235417070234375,387.5,0.042347802462824706,0.4662038782535423,112.19936894570198,-4.878701171874712e-07,0.00015890884608386294,0.0005004520000000019,-7.173899999999775e-05,9.704184667968735e-05,50.0,47.0,-43.0,5.0,5.0,0,70,396800,0
-6.835932859743511e-12,0.006233918304020717,0.010851369,-0.010468578,0.021319947,0.009695721923776284,0.010181295431640626,435.94726562500006,0.018345803394776143,0.19864000256019343,20.374742589088473,-2.219980468749923e-07,6.935887496944662e-05,0.00022663200000000005,-3.421900000000026e-05,4.14185234375001e-05,49.90234375,41.0,-42.0,0.0,0.0,0,70,446410,0
1.2695350359078622e-11,0.1256397973576192,0.218374645,-0.215568081,0.433942726,0.008308743881054435,0.1661147991425781,69.140625,0.298767428694371,4.0093572192979385,8276.074131653193,-1.9884892578126036e-06,0.0010583619764581303,0.0021861690000000156,-0.0006010499999999919,0.0008455558974609385,49.90234375,110.0,-40.0,6.0,8.0,0,70,70800,0
-3.906221673162166e-12,0.08979945393652626,0.155753357,-0.153724765,0.309478122,0.00990083258060559,0.12066082138671876,87.109375,0.21270530810896165,2.8656993885360227,4227.827985179373,-1.506211914062953e-06,0.000754490113318515,0.0015592300000000225,-0.0004219570000000006,0.0006029432451171876,49.90234375,107.0,-40.0,9.0,10.0,0,70,89200,0
-1.6601584141423802e-11,0.03902138165304645,0.068130449,-0.06599038,0.134120829,0.015731720710087608,0.06185764956445312,218.92578124999997,0.1152326168113706,1.2433558250003172,798.3166789321807,-1.3588242187501214e-06,0.000435497697053124,0.001394381,-0.0001971590000000023,0.00026059591992187497,49.8046875,49.0,-43.0,7.0,7.0,0,90,224180,0
1.8554680192197758e-11,0.01999206609139885,0.034810426,-0.033788434,0.06859886,0.012757722603885894,0.03181517736132812,245.33203125,0.05861533720212848,0.6370552046769644,209.54884687940012,-6.83094726562496e-07,0.00022100382232222355,0.0006980879999999995,-0.00010047400000000317,0.00013329905371093725,49.90234375,49.0,-44.0,6.0,6.0,0,90,251220,0
1.1718736671697573e-11,0.020286337699139543,0.035285824,-0.034249538,0.069535362,0.012250018495947012,0.032326356433593745,275.869140625,0.059262208627152736,0.6464521171796153,215.76312277881613,-6.835302734376072e-07,0.00022293293227544205,0.0007001179999999996,-0.00010087599999999974,0.00013512772363281233,49.8046875,49.0,-43.0,6.0,5.0,0,90,282490,0
-2.050781653463495e-11,0.028671506835852026,0.049867721,-0.048343236,0.09821095699999999,0.011285825972699677,0.04537229186523438,275.859375,0.08368313783973118,0.9136639228848458,430.9937313484947,-9.665273437498822e-07,0.0003147949185165307,0.0009931190000000006,-0.0001439570000000001,0.00019085174804687517,49.90234375,51.0,-43.0,7.0,7.0,0,90,282480,0
8.097634975751111e-18,0.031739720849098915,0.05537269,-0.053497617,0.108870307,0.014036318631804134,0.05038675149609376,275.869140625,0.092754007260248,1.0114269181833055,528.17291094457,-1.079548828125095e-06,0.00034917191232477807,0.0011051020000000036,-0.0001637310000000003,0.00021155776953124986,49.8046875,50.0,-42.0,7.0,7.0,0,90,282490,0
-6.152344819444202e-11,0.018053701554279024,0.03138122,-0.030401832,0.061783052000000005,0.011069916007156995,0.028959077802734375,309.052734375,0.05268628525278764,0.5753110137244916,170.8844068692174,-6.118339843749843e-07,0.0001982969059644404,0.0006246520000000033,-9.308699999999864e-05,0.00012005818945312514,49.90234375,47.0,-43.0,6.0,6.0,0,90,316470,0
-3.906254720999636e-12,0.024786606060015086,0.043181324,-0.041535565,0.084716889,0.01271941078917041,0.03960038632421875,346.279296875,0.0726690588162741,0.7898354689582625,322.109880388486,-8.600380859374785e-07,0.00027431540392323223,0.0008827349999999956,-0.00012542399999999898,0.0001646026357421873,49.8046875,48.0,-43.0,7.0,7.0,0,90,354590,0
-6.835937705449596e-11,0.008241861071474964,0.014354108,-0.013880386,0.028234494,0.009928068951491413,0.013299617937500001,387.5,0.023949487150166242,0.26264990873947464,35.61397887775249,-2.7702929687501937e-07,8.994928715301242e-05,0.0002832679999999997,-4.413399999999949e-05,5.486846679687505e-05,49.90234375,46.0,-42.0,0.0,0.0,0,90,396800,0
-1.953114678722532e-12,0.02461620658342363,0.042864199,-0.040977109,0.083841308,0.012371206288159431,0.03964105278515625,435.94726562500006,0.07212663178846461,0.7844095604861194,317.69631211273,-8.663505859374186e-07,0.0002726629584626602,0.0008896320000000013,-0.0001273590000000005,0.00016288620410156253,49.90234375,45.0,-42.0,8.0,8.0,0,90,446410,0
-5.37109364552894e-11,0.014518295429027724,0.024783379,-0.024976949,0.049760328,-0.004393935106157226,-0.006403440271484374,387.51953125,0.028354454502900854,0.4637193857564279,110.50989763403565,-8.972167968746776e-08,9.957619855215066e-05,9.106899999999918e-05,-0.00013310999999999878,9.709841894531239e-05,50.0,325.0,-22.0,0.0,0.0,0,25,396820,0
2.9298146076101386e-12,0.13236759067020165,0.216823722,-0.215467852,0.43229157399999996,0.006452852988702818,0.2193220273300781,69.111328125,0.28364524620677556,4.226255166406113,9186.143926922274,-2.3698310546872427e-06,0.001001638629029545,0.0024732889999999896,-0.0006445630000000147,0.0008419496494140638,49.90234375,57.0,-36.0,13.0,16.0,0,25,70770,1
-9.764712367681117e-13,0.16709266571920253,0.273585908,-0.272055142,0.54564105,0.005382273225202576,0.2772360852519531,69.1015625,0.3568571627181213,5.3350436658997955,14638.099431240063,-3.0019218750004166e-06,0.0012613640602087619,0.0031060560000000237,-0.0008092970000000421,0.0010627032539062492,49.90234375,56.0,-36.0,15.0,16.0,0,25,70760,1
-4.8828094887688744e-12,0.11791092123774405,0.193059791,-0.191571081,0.384630872,0.008278590512741638,0.19694850177148437,87.119140625,0.2518334252845753,3.7647359696762432,7289.168381677918,-2.154871093749711e-06,0.0008906326815074936,0.0022046569999999988,-0.0005735000000000046,0.0007490773007812517,49.90234375,54.0,-37.0,19.0,19.0,0,25,89210,1
-1.9531260882563314e-12,0.014758968781897891,0.024338316,-0.023931896,0.048270212,0.017349078958423258,0.024549312546875,137.958984375,0.031714389295454254,0.47122097666039214,114.20416580257661,-2.6945312500003793e-07,0.00011196853155425296,0.0002827769999999997,-7.873799999999834e-05,9.400830468749996e-05,49.8046875,55.0,-35.0,0.0,0.0,0,25,141270,1
6.542969271885904e-11,0.016674669872626224,0.027506473,-0.027096245,0.054602718,0.015488384868680772,0.027808728509765623,137.958984375,0.035696885506265624,0.5323940443833749,145.77545529842396,-3.0913281250003335e-07,0.00012618058538778717,0.0003158169999999995,-8.736700000000139e-05,0.00010633680078125,49.8046875,54.0,-35.0,1.0,0.0,0,25,141270,1
-1.1718734489740701e-11,0.09379763073752238,0.154119314,-0.152101663,0.306220977,0.010402521516379165,0.15614482142578126,137.958984375,0.20052961021878307,2.994818074635828,4612.683481466851,-1.7265185546875287e-06,0.0007084606433670773,0.0017717349999999965,-0.0004691059999999969,0.0005963613271484378,49.90234375,55.0,-36.0,17.0,12.0,0,25,141270,1
3.906253045568467e-12,0.011787229793992124,0.019428543,-0.01907919,0.038507733,0.017431889273284824,0.019531165507812497,155.01953125,0.025242327139773632,0.3763457745294043,72.84393834781112,-2.0922363281247295e-07,8.910595569036855e-05,0.00022258900000000047,-6.275400000000167e-05,7.500119238281258e-05,49.8046875,57.0,-35.0,0.0,0.0,0,25,158740,1
5.859394444792353e-12,0.06691707764384464,0.109798202,-0.108315992,0.21811419399999998,0.010096651436242101,0.11113928741015625,155.029296875,0.1427904395739474,2.136580365323997,2347.7067607663344,-1.2212578125000276e-06,0.0005041919335056675,0.0012516490000000005,-0.00033707499999999224,0.00042478302734375,49.90234375,56.0,-36.0,10.0,9.0,0,25,158750,1
-5.859330571731866e-12,0.14948237234407996,0.245193136,-0.241571912,0.486765048,0.011493736446492904,0.24848932753124997,155.029296875,0.3192618618098936,4.772769742676319,11715.204686342604,-2.733822265624353e-06,0.0011268569593480852,0.002807373000000002,-0.000757007000000004,0.0009479791621093756,49.8046875,56.0,-36.0,19.0,20.0,0,25,158750,1
-9.277343360055638e-11,0.014899197877822404,0.024554215,-0.024141916,0.048696131000000004,0.01584542416014942,0.024938161978515627,194.521484375,0.03189994737508305,0.47570595655050896,116.38464703496592,-2.7724316406253216e-07,0.00011270630637990597,0.0002843190000000016,-7.976200000000058e-05,9.483238769531249e-05,49.8046875,53.0,-35.0,0.0,0.0,0,25,199190,1
