mean_flux,std_flux,max_flux,min_flux,range_flux,skewness,symmetric_messure,max_freq,mean_mag,std_mag,energy,slope_mean,slope_std,slope_max,slope_min,slope_abs_mean,duty_cicle,rise_time,fall_time,increase_points,decrease_points,material,temperature,frequency,wave_label,core_loss
9.765388283032366e-13,0.0446140619707744,0.062965686,-0.063400353,0.126366039,-0.0067224874374838,0.0801750954316406,19.220703125,0.0636581596937794,1.426230035039677,1043.5504507621774,-3.7716210937503553e-07,0.0002735022232034,0.0003862439999999,-0.0003834089999999,0.0002464315078125,50.09765625,8.0,-74.0,0.0,0.0,0,25,63020,2,19682.18168
-3.417967032959214e-11,0.0501611299602539,0.07076822,-0.071323606,0.142091826,-0.0078385028289605,0.0900901681035156,25.4052734375,0.0715846142206599,1.6035591466826875,1319.1814624782492,-4.238925781250181e-07,0.0003075102231957,0.0004347049999999,-0.0004324749999999,0.0002770992050781,50.09765625,6.0,-75.0,0.0,0.0,0,25,63020,2,26015.31362
-3.0273451239456946e-11,0.0557735256032393,0.078459062,-0.079125307,0.157584369,-0.0082904302157506,0.1003412456699218,32.6474609375,0.0797473237570232,1.7829702718682523,1630.8954245183263,-4.7331250000000965e-07,0.000341922126281,0.000486517,-0.000481693,0.0003073086582031,50.09765625,20.0,-75.0,0.0,0.0,0,25,63020,2,33431.1089
9.765634809642324e-12,0.0624613110016762,0.087840747,-0.088690548,0.1765312949999999,-0.0096256019162693,0.1124253265820312,42.2958984375,0.0893299653003309,1.996764757871272,2045.4652625803672,-5.316513671875274e-07,0.0003829224469977,0.0005444219999999,-0.0005401599999999,0.0003442560341796,50.09765625,18.0,-75.0,0.0,0.0,0,25,63020,2,43311.21706
4.1992140836027926e-11,0.0702882036287951,0.098822527,-0.099795155,0.198617682,-0.0100125439797586,0.1261918072597656,55.5546875,0.1005350693225669,2.246974549669841,2590.2089866381725,-5.988369140625059e-07,0.0004309087262845,0.000613705,-0.000610069,0.0003873263232421,50.09765625,3.0,-74.0,0.0,0.0,0,25,63020,2,56888.04649
4.101561986487328e-11,0.0784111188002915,0.110218222,-0.111380484,0.221598706,-0.0105458832191104,0.1410239536132812,71.4189453125,0.1122126516515809,2.506645399245587,3223.4817724158715,-6.690361328125084e-07,0.0004807119045198,0.000686412,-0.000678694,0.0004321409365234,50.09765625,8.0,-75.0,0.0,0.0,0,25,63020,2,73132.61212
-2.929693998588779e-12,0.0885187419550649,0.124335952,-0.125782619,0.250118571,-0.0117646912111751,0.1593852512792968,94.2978515625,0.1267741157614266,2.8297614078108526,4108.094106400128,-7.566015625000665e-07,0.0005426898631783,0.0007754219999999,-0.000766684,0.0004877562324218,50.1953125,12.0,-76.0,0.0,0.0,0,25,63020,2,96561.45489
-1.7578077220630525e-11,0.0989977660686913,0.13898708,-0.14077286,0.27975994,-0.0128941527475511,0.178209525078125,121.9111328125,0.1418820162869861,3.164749684339009,5138.314788387597,-8.431503906250557e-07,0.0006069509109999,0.000863206,-0.000855009,0.0005455629824218,50.1953125,11.0,-75.0,0.0,0.0,0,25,63020,2,124836.8907
1.9531427189012178e-12,0.1114581107639792,0.156473638,-0.158574265,0.3150479029999999,-0.0136282302149535,0.2006568606992187,160.3095703125,0.1598697806559572,3.563074790013574,6513.182876670599,-9.535078125e-07,0.000683358344737,0.000977074,-0.000966232,0.0006143744277343,50.1953125,12.0,-75.0,0.0,0.0,0,25,63020,2,164156.6808
-3.4179732497575303e-11,0.1248578085474256,0.175147308,-0.177670714,0.352818022,-0.0146379110123905,0.2248801187207031,208.185546875,0.1793298573448638,3.991423366927724,8173.373282197494,-1.0718671875000105e-06,0.0007655415655411,0.001097658,-0.0010836739999999,0.0006880258320312,50.1953125,13.0,-76.0,0.0,0.0,0,25,63020,2,213181.9924
6.83599054861645e-12,0.1393127587335538,0.194790244,-0.197857004,0.392647248,-0.0159111636024944,0.2509971516738282,266.3076171875,0.2006677194654626,4.453489675099831,10175.404963766408,-1.2042324218750255e-06,0.0008542518894653,0.001235118,-0.001217987,0.0007656849238281,50.1953125,19.0,-76.0,0.0,0.0,0,25,63020,2,272698.8683
-7.812506092831001e-12,0.1545527877790532,0.215860491,-0.219521122,0.435381613,-0.0170415052308944,0.2783521994960937,337.2275390625,0.2229383847806257,4.940661922041936,12523.43897667774,-1.337601562500023e-06,0.0009477668547639,0.0013711189999999,-0.001353362,0.0008490171113281,50.1953125,7.0,-77.0,0.0,0.0,0,25,63020,2,345321.4402
-2.8320314419293173e-11,0.1742310820017434,0.242998028,-0.247349707,0.490347735,-0.0180543492530837,0.3142299196621093,440.119140625,0.2519919192183895,5.569697055190599,15915.532909542508,-1.5143955078125136e-06,0.0010685993332781,0.001553881,-0.001528589,0.000956196024414,50.29296875,14.0,-78.0,0.0,0.0,0,25,63030,2,450682.3276
-1.0742165953027387e-11,0.1932173615612616,0.268987649,-0.27431552,0.543303169,-0.0196720652200437,0.3485051818222656,555.5390625,0.2802083521697254,6.176602857516281,19573.21706501322,-1.6812041015624926e-06,0.0011852630653399,0.001721127,-0.0016995199999999,0.0010594577978515,50.29296875,17.0,-79.0,0.0,0.0,0,25,63030,2,568872.0099
5.4687511092492814e-11,0.0174820865347878,0.024687579,-0.024753948,0.049441527,-0.0028987531091672,0.0314656713828125,2.1728515625,0.0248381820405911,0.5588750975963813,160.2346547202284,-1.4768457031250112e-07,0.0001071662099065,0.000151181,-0.000151368,9.641779785156252e-05,50.0,14.0,-74.0,0.0,0.0,0,25,70840,2,2225.097322
1.5625004917272278e-11,0.0197955358048526,0.027983078,-0.028060009,0.056043087,-0.0027739587242012,0.0355732421445312,2.953125,0.0281345760090004,0.632832048130643,205.44919322031652,-1.6724023437500069e-07,0.0001213488277251,0.000171239,-0.0001707129999999,0.0001092919140625,50.09765625,8.0,-74.0,0.0,0.0,0,25,70840,2,3024.184603
-9.76563098380626e-12,0.0222679150003432,0.031475888,-0.031578371,0.063054259,-0.0036256580360715,0.0400418847226562,3.994140625,0.0316535959200211,0.711869882247413,259.973467845434,-1.8822851562499086e-07,0.0001365046694482,0.000192734,-0.000192156,0.0001229646210937,50.09765625,10.0,-75.0,0.0,0.0,0,25,70840,2,4089.657062
1.953123597661829e-12,0.0248366979622997,0.035052595,-0.035156988,0.0702095829999999,-0.0031111389892388,0.0446973320273437,5.4306640625,0.0353136692007861,0.793989413036581,323.4131165422575,-2.109296874999901e-07,0.0001522501689055,0.000216358,-0.000214894,0.0001369171621093,50.0,20.0,-74.0,0.0,0.0,0,25,70840,2,5561.224672
-2.5390624166919358e-11,0.0278979815670546,0.039364992,-0.039527811,0.078892803,-0.0045905896561387,0.05016638396875,7.2548828125,0.0396855571655353,0.8918528853351079,408.051974414385,-2.367431640624944e-07,0.0001710168892815,0.000241966,-0.0002412849999999,0.0001538507626953,50.0,23.0,-74.0,0.0,0.0,0,25,70840,2,7428.611375
3.32031337480438e-11,0.0312718784894179,0.044128618,-0.044335526,0.088464144,-0.0050460428197752,0.0561943158320312,9.5517578125,0.0444895872655687,0.9997106531912242,512.7171653012913,-2.650761718749976e-07,0.0001916998728698,0.0002721119999999,-0.000269996,0.0001725164550781,50.09765625,7.0,-74.0,0.0,0.0,0,25,70840,2,9781.334899
2.148436195121339e-11,0.0352375900203863,0.049743977,-0.049983874,0.099727851,-0.0050501933852349,0.0634109307929687,12.724609375,0.0501601666303647,1.1264866684249395,651.0019873052192,-2.969677734375006e-07,0.000216013768671,0.000304004,-0.000303755,0.0001944839912109,50.09765625,17.0,-74.0,0.0,0.0,0,25,70830,2,13030.14014
1.1718770541342289e-11,0.0397051089206623,0.056075099,-0.056385096,0.112460195,-0.0057783538698907,0.0714341809960937,17.0205078125,0.0565836132497062,1.269302905258987,826.5377641406963,-3.3599023437499724e-07,0.000243403351057,0.000344088,-0.0003409889999999,0.000219312828125,50.09765625,16.0,-74.0,0.0,0.0,0,25,70840,2,17428.60715
2.929679939535921e-12,0.0557037709355089,0.078502965,-0.07899893,0.157501895,-0.006812871377166,0.1001364845292968,37.142578125,0.079472361072603,1.7807481805622176,1626.818528640053,-4.73337890625014e-07,0.0003414812184046,0.000485277,-0.000482573,0.0003071475507812,50.09765625,24.0,-74.0,0.0,0.0,0,25,70840,2,38034.45168
5.85935995001085e-12,0.0701885255759051,0.098838885,-0.099630001,0.198468886,-0.0084731067140696,0.12634152975,63.3466796875,0.1002311132070001,2.2437952547871305,2582.8676717874982,-5.964355468750082e-07,0.0004302860614015,0.0006123869999999,-0.000607041,0.0003870381074218,50.1953125,18.0,-75.0,0.0,0.0,0,25,70840,2,64866.78904
9.765274764735569e-13,0.0789010284695831,0.111064775,-0.112002735,0.22306751,-0.008978175261812,0.1420601213535156,82.939453125,0.1126978313661911,2.522316480422058,3263.88798904492,-6.740322265625121e-07,0.000483695926903,0.000690518,-0.0006817399999999,0.0004350046982421,50.09765625,15.0,-75.0,0.0,0.0,0,25,70840,2,84929.72944
-1.5625041914056758e-11,0.0881774254165072,0.124094997,-0.125261246,0.2493562429999999,-0.0099694700201705,0.1587372901679687,107.3466796875,0.1260467990576273,2.818860897242899,4076.47465142155,-7.488408203125269e-07,0.0005405779276248,0.0007669419999999,-0.0007596999999999,0.000486275071289,50.09765625,16.0,-75.0,0.0,0.0,0,25,70840,2,109923.077
5.859354283572192e-12,0.0993100107328571,0.139763871,-0.141204606,0.280968477,-0.0108192853677653,0.1787366112890624,141.40234375,0.1420569437403525,3.174743695805629,5170.778987173087,-8.460185546875182e-07,0.0006088354578384,0.0008675209999999,-0.000856934,0.0005479205380859,50.1953125,18.0,-75.0,0.0,0.0,0,25,70840,2,144795.5963
3.71094893970425e-11,0.1548102178868637,0.216688124,-0.219943894,0.436632018,-0.015439144954219,0.2789907662460937,389.640625,0.2227714813082688,4.948915569575444,12565.192933207303,-1.339522460937508e-06,0.0009492311161844,0.0013700989999999,-0.0013496089999999,0.0008514573876953,50.1953125,16.0,-77.0,0.0,0.0,0,25,70840,2,398991.6659
-2.929874342067645e-12,0.1956664051331715,0.273112449,-0.278163572,0.5512760210000001,-0.0189147010760262,0.3526687736269531,661.4736328125,0.2829393881153249,6.254928905330347,20072.54543773909,-1.6994521484373393e-06,0.0012000149890748,0.001740546,-0.001706275,0.0010750115263671,50.29296875,11.0,-78.0,0.0,0.0,0,25,70840,2,677349.1971
-4.199218365428456e-11,0.0138423573871767,0.019528307,-0.019575132,0.039103439,-0.0026918793108352,0.0249225358378906,1.3203125,0.0196417157785197,0.442519741512654,100.45927353710093,-1.1744335937499925e-07,8.48533186146577e-05,0.000120262,-0.000120182,7.625646093750005e-05,50.0,18.0,-76.0,0.0,0.0,0,25,79470,2,1351.668508
-4.0039053094276606e-11,0.0176185556338553,0.024900745,-0.024960458,0.049861203,-0.0026697186843324,0.0317029392753906,2.48828125,0.0250356093972066,0.5632376451803651,162.7460744633408,-1.4938281249999525e-07,0.0001080025413102,0.000153075,-0.000152037,9.723577929687483e-05,50.0,18.0,-74.0,0.0,0.0,0,25,79460,2,2547.825849
4.7851565923931205e-11,0.0198741713726764,0.028096496,-0.028169126,0.056265622,-0.0027074652325053,0.0357382830566406,3.3466796875000004,0.0282236641917039,0.6353469107787628,207.08468339534,-1.6813085937499809e-07,0.0001218295208529,0.000172122,-0.000171578,0.0001097256621093,50.09765625,10.0,-74.0,0.0,0.0,0,25,79460,2,3427.227242
-4.1015633575795594e-11,0.0221167811512792,0.031205008,-0.031296585,0.062501593,-0.0031128482493152,0.039759986484375,4.546875,0.0314129388117571,0.7070395207996776,256.4565282290835,-1.881337890625043e-07,0.0001355756056273,0.000192621,-0.000191718,0.000121885290039,50.0,25.0,-75.0,0.0,0.0,0,25,79470,2,4655.897506
6.835930783956925e-12,0.0248027009739187,0.034994642,-0.035118279,0.070112921,-0.0035858577950102,0.0446476427128906,6.0595703125,0.0352422498345308,0.7929036100577871,322.52833332022834,-2.106044921875001e-07,0.0001520409748896,0.000215695,-0.000214659,0.0001367286943359,50.0,17.0,-74.0,0.0,0.0,0,25,79460,2,6205.058112
1.3671875770379974e-11,0.0279696778416588,0.039476588,-0.039608778,0.0790853659999999,-0.0036388747160262,0.0503483719648437,8.1708984375,0.0397450719093214,0.8941467871164628,410.1520115977066,-2.374833984374947e-07,0.000171454480443,0.000243059,-0.0002421529999999,0.0001542261220703,50.09765625,14.0,-75.0,0.0,0.0,0,25,79460,2,8367.055189
6.8359214670444906e-12,0.0313997739417445,0.044323776,-0.044509942,0.088833718,-0.0044817325609168,0.0565004346621093,10.8291015625,0.044647298214886,1.0038003395302255,516.9195534739895,-2.652021484374874e-07,0.0001924838186351,0.0002711319999999,-0.000271229,0.0001732381533203,50.09765625,13.0,-75.0,0.0,0.0,0,25,79470,2,11089.48772
2.5390634418400303e-11,0.0351733408956581,0.049693959,-0.049916441,0.0996104,-0.0048250149859144,0.0632816490507812,14.3154296875,0.0500718869203669,1.1244325901256609,648.6301919213922,-2.970566406249973e-07,0.0002156201674926,0.0003043289999999,-0.0003031699999999,0.0001942545058593,50.09765625,17.0,-74.0,0.0,0.0,0,25,79470,2,14658.56285
-8.593748465777477e-11,0.0397154821735031,0.056103456,-0.056380916,0.112484372,-0.0052964669479194,0.0714136217773437,18.783203125,0.0565309732518481,1.2696375238309612,826.9696987424846,-3.3562695312501026e-07,0.0002434637762747,0.000343835,-0.000341474,0.0002193604121093,50.0,22.0,-74.0,0.0,0.0,0,25,79470,2,19233.50271
-2.050778051090604e-11,0.049500698010945,0.069754037,-0.070193214,0.139947251,-0.0068010764712823,0.0890995739707031,31.922851562500004,0.0705557275681378,1.582450205018728,1284.6729021729193,-4.20968749999985e-07,0.0003034488716722,0.0004310659999999,-0.000428447,0.0002729135058593,50.09765625,15.0,-75.0,0.0,0.0,0,25,79460,2,32688.69228
3.906259133617775e-12,0.0622886561724728,0.087732676,-0.088388302,0.1761209779999999,-0.0078182656515148,0.1121139734804687,54.63476562500001,0.0888381913151304,1.9912562627755728,2034.172788878892,-5.292695312500016e-07,0.0003818466133001,0.000542982,-0.0005381279999999,0.000343457015625,50.09765625,18.0,-75.0,0.0,0.0,0,25,79460,2,55945.83678
-1.8554692923208835e-11,0.0703488705744189,0.099049001,-0.099862041,0.1989110419999999,-0.0086846439013615,0.1266482418457031,72.619140625,0.1003654832101615,2.248925407180649,2594.6822232487207,-5.989648437500174e-07,0.000431258877372,0.000613394,-0.000608051,0.0003878991640624,50.09765625,16.0,-75.0,0.0,0.0,0,25,79460,2,74362.24612
